model_code	model_id	model_initial_id	model_name	model_quarter
MOD_201314	-21314	1314	Опрыскиватель садовый аккумуляторный	-2.0
MOD_201315	-21315	1315	Опрыскиватель садовый бензиновый	-2.0
MOD_201316	-21316	1316	Опрыскиватель на колесах	-2.0
MOD_201317	-21317	1317	Насадка - распылитель	-2.0
MOD_201318	-21318	1318	Аксессуары для садовых опрыскивателей	-2.0
MOD_201319	-21319	1319	Порошковый распылитель	-2.0
MOD_201320	-21320	1320	Шланг садовый	-2.0
MOD_201321	-21321	1321	Коннектор для крана	-2.0
MOD_201322	-21322	1322	Коннектор для шланга	-2.0
MOD_201323	-21323	1323	Соединитель для шланга	-2.0
MOD_201324	-21324	1324	Набор коннекторов	-2.0
MOD_201325	-21325	1325	Пистолет для полива	-2.0
MOD_201326	-21326	1326	Дождеватель	-2.0
MOD_201327	-21327	1327	Катушки для садового шланга	-2.0
MOD_201328	-21328	1328	Набор: катушка для шлага + шланг	-2.0
MOD_201329	-21329	1329	Садовый душ	-2.0
MOD_201330	-21330	1330	Щётка с подключением воды	-2.0
MOD_201331	-21331	1331	Лейка	-2.0
MOD_201332	-21332	1332	Принадлежности для регенерации воды	-2.0
MOD_201333	-21333	1333	Программируемый электромагнитный клапан	-2.0
MOD_201334	-21334	1334	Блок управления электромагнитным клапаном	-2.0
MOD_201335	-21335	1335	Электроклапан	-2.0
MOD_201336	-21336	1336	Датчик влажности для программатора	-2.0
MOD_201337	-21337	1337	Капельная трубка	-2.0
MOD_201338	-21338	1338	Раструб полива	-2.0
MOD_201339	-21339	1339	Фитинги	-2.0
MOD_201340	-21340	1340	Врезной хомут для труб	-2.0
MOD_201341	-21341	1341	Интегрированный ротор полива	-2.0
MOD_201342	-21342	1342	Интегрированная форсунка полива	-2.0
MOD_201343	-21343	1343	Устройство для подземного полива	-2.0
MOD_201344	-21344	1344	Насадка и сопло для турбины	-2.0
MOD_201345	-21345	1345	Программатор для полива	-2.0
MOD_201346	-21346	1346	Редуктор давления	-2.0
MOD_201347	-21347	1347	Фильтр	-2.0
MOD_201348	-21348	1348	Капельный полив: соединения	-2.0
MOD_201349	-21349	1349	Капельный полив для комнатных растений	-2.0
MOD_201350	-21350	1350	Капельный полив: капельницы, оросители	-2.0
MOD_201351	-21351	1351	Готовые наборы капельного полива	-2.0
MOD_201352	-21352	1352	Набор подземного орошения	-2.0
MOD_201353	-21353	1353	Комплект для опрыскивания	-2.0
MOD_201354	-21354	1354	Канистра	-2.0
MOD_201355	-21355	1355	Насос для откачки воды	-2.0
MOD_201356	-21356	1356	Насос для скважины и колодца	-2.0
MOD_201357	-21357	1357	Поверхностный насос	-2.0
MOD_201358	-21358	1358	Мотопомпа	-2.0
MOD_201359	-21359	1359	Насосная станция	-2.0
MOD_201360	-21360	1360	Насос для воды ручной	-2.0
MOD_201361	-21361	1361	Система автоматизации	-2.0
MOD_201362	-21362	1362	Защита от сухого хода с поплавком	-2.0
MOD_201363	-21363	1363	Коллектор для очищения воды	-2.0
MOD_201364	-21364	1364	Реле давления	-2.0
MOD_201365	-21365	1365	Комплект всасывающих шлангов для садового насоса	-2.0
MOD_201366	-21366	1366	Фильтр сетчатый	-2.0
MOD_201368	-21368	1368	Аксессуары для насоса	-2.0
MOD_201369	-21369	1369	Чаша для садового пруда	-2.0
MOD_201370	-21370	1370	Насос для пруда и фонтана	-2.0
MOD_201371	-21371	1371	Фильтр для пруда	-2.0
MOD_201372	-21372	1372	Рождественская гирлянда	-2.0
MOD_201373	-21373	1373	Электрогирлянда-занавес	-2.0
MOD_201374	-21374	1374	Гирлянда сетка	-2.0
MOD_201375	-21375	1375	Электрические светящиеся фигуры	-2.0
MOD_201376	-21376	1376	Декоративные аксессуары для детской площадки	-2.0
MOD_201377	-21377	1377	Детская площадка	-2.0
MOD_201378	-21378	1378	Анимированная Рождественская деревня	-2.0
MOD_201379	-21379	1379	Новогодние украшения для дома	-2.0
MOD_201380	-21380	1380	Рождественский календарь	-2.0
MOD_201381	-21381	1381	Рождественские аксессуары для оживленной деревни	-2.0
MOD_201382	-21382	1382	Новогодняя плюшевая игрушка	-2.0
MOD_201383	-21383	1383	Рождественский венок	-2.0
MOD_201384	-21384	1384	Новогодние гирлянды	-2.0
MOD_201385	-21385	1385	Рождественское украшение	-2.0
MOD_201386	-21386	1386	Рождественский шар	-2.0
MOD_201387	-21387	1387	Ёлочные игрушки	-2.0
MOD_201388	-21388	1388	Наконечник рождественской елки	-2.0
MOD_201389	-21389	1389	Рождественский магнит	-2.0
MOD_201390	-21390	1390	Наборы новогодних украшений	-2.0
MOD_201391	-21391	1391	Подарочная упаковка и пакеты	-2.0
MOD_201392	-21392	1392	Спрей новогодний	-2.0
MOD_201393	-21393	1393	Рождественские наклейки	-2.0
MOD_201394	-21394	1394	Рождественская шляпа	-2.0
MOD_201395	-21395	1395	Маскарадный костюм	-2.0
MOD_201396	-21396	1396	Мебель для новогоднего украшения	-2.0
MOD_201397	-21397	1397	Рулонная сетка	-2.0
MOD_201398	-21398	1398	Пластиковая сетка	-2.0
MOD_201400	-21400	1400	Наружная панель	-2.0
MOD_201401	-21401	1401	Пластиковая и бетонная панель	-2.0
MOD_201402	-21402	1402	Забор с скрытыми петлями	-2.0
MOD_201403	-21403	1403	Ограждение для бассейна	-2.0
MOD_201404	-21404	1404	Плита с замковым соединением для забора	-2.0
MOD_201405	-21405	1405	Ворота и калитки	-2.0
MOD_201408	-21408	1408	Столб, колышек и распорка из металла	-2.0
MOD_201409	-21409	1409	Прут натяжения	-2.0
MOD_201410	-21410	1410	Столбы для забора	-2.0
MOD_201412	-21412	1412	Планка для крепления листа решетки	-2.0
MOD_201413	-21413	1413	Набор для монтажа ограды	-2.0
MOD_201414	-21414	1414	Крепление сетки для забора с скрытыми петлями	-2.0
MOD_201415	-21415	1415	Пята под колонну	-2.0
MOD_201416	-21416	1416	Заглушки для столбов	-2.0
MOD_201417	-21417	1417	Колючая проволока	-2.0
MOD_201419	-21419	1419	Столб для ворот	-2.0
MOD_201420	-21420	1420	Декоративная колонна	-2.0
MOD_201421	-21421	1421	Клинкерная крышка для столба	-2.0
MOD_201422	-21422	1422	Декоративная панель для декорирования стены	-2.0
MOD_201423	-21423	1423	Панель ограждения звукоизоляционная	-2.0
MOD_201424	-21424	1424	Садовая декоративная ширма	-2.0
MOD_201425	-21425	1425	Заграждение и ткань для тени	-2.0
MOD_201426	-21426	1426	Набор затеняющего тента	-2.0
MOD_201427	-21427	1427	Искусственная зеленая изгородь	-2.0
MOD_201428	-21428	1428	Пластиковый тростник	-2.0
MOD_201429	-21429	1429	Плетеное изделие из искусственных материалов	-2.0
MOD_201430	-21430	1430	Ограждение из природных материалов	-2.0
MOD_201431	-21431	1431	Фиксатор для тента	-2.0
MOD_201432	-21432	1432	Сетка для растений	-2.0
MOD_201433	-21433	1433	Оградительные сетки и решётки	-2.0
MOD_201434	-21434	1434	Ворота	-2.0
MOD_201435	-21435	1435	Решетчатая металлическая панель	-2.0
MOD_201436	-21436	1436	Ограждение периметра территории	-2.0
MOD_201438	-21438	1438	Садовая плитка и газонная решетка	-2.0
MOD_201439	-21439	1439	Тротуарная плитка и бордюры	-2.0
MOD_201440	-21440	1440	Садовая плитка с замковым соединением	-2.0
MOD_201441	-21441	1441	Неравномерный натуральный камень	-2.0
MOD_201442	-21442	1442	Доска для наружных работ	-2.0
MOD_201444	-21444	1444	Опорная балка для настила в саду	-2.0
MOD_201445	-21445	1445	Блок и клин для выравнивания пола	-2.0
MOD_201446	-21446	1446	Стабилизирующая решетка для гравия и травы	-2.0
MOD_201447	-21447	1447	Японский мост	-2.0
MOD_201448	-21448	1448	Пруд с фонтаном, 2 в 1	-2.0
MOD_201449	-21449	1449	Декор и аксессуары для пруда	-2.0
MOD_201450	-21450	1450	Садовый бордюр	-2.0
MOD_201452	-21452	1452	Доска для наружных работ с замковым соединением	-2.0
MOD_201454	-21454	1454	Крепления для забора	-2.0
MOD_201456	-21456	1456	Бортик для бассейна	-2.0
MOD_201457	-21457	1457	Габион	-2.0
MOD_201458	-21458	1458	Хозблок	-2.0
MOD_201460	-21460	1460	Настил для садового сарая	-2.0
MOD_201461	-21461	1461	Сарай садовый	-2.0
MOD_201463	-21463	1463	Гараж	-2.0
MOD_201465	-21465	1465	Укрытие для велосипеда	-2.0
MOD_201467	-21467	1467	Сундук садовый	-2.0
MOD_201469	-21469	1469	Наружный шкаф	-2.0
MOD_201470	-21470	1470	Дровница	-2.0
MOD_201472	-21472	1472	Навес для мусорного бака	-2.0
MOD_201474	-21474	1474	Аксессуары для садового сарая	-2.0
MOD_201475	-21475	1475	Будки для собак	-2.0
MOD_201476	-21476	1476	Металлическая клетка для животных	-2.0
MOD_201477	-21477	1477	Клетка-переноска для животных	-2.0
MOD_201478	-21478	1478	Курятник	-2.0
MOD_201479	-21479	1479	Клетка	-2.0
MOD_201480	-21480	1480	Пергола арочная для вьющихся растений	-2.0
MOD_201482	-21482	1482	Навес для автомобиля	-2.0
MOD_201484	-21484	1484	Пергола для самостоятельной сборки	-2.0
MOD_201485	-21485	1485	Беседка с крышей и перголой	-2.0
MOD_201486	-21486	1486	Беседка с перголой без крыши	-2.0
MOD_201487	-21487	1487	Сменное полотно для беседки и перголы	-2.0
MOD_201488	-21488	1488	Шторы и москитные сетки для беседки и перголы	-2.0
MOD_201489	-21489	1489	Навел для беседки и перголы	-2.0
MOD_201490	-21490	1490	Планка для беседки и перголы	-2.0
MOD_201491	-21491	1491	Ограждение для беседки и перголы	-2.0
MOD_201492	-21492	1492	Аксессуары для беседки и перголы	-2.0
MOD_201493	-21493	1493	Фонарь для беседки/садового зонтика	-2.0
MOD_201494	-21494	1494	Основание для беседки и перголы	-2.0
MOD_201500	-21500	1500	Барбекю на  углях	-2.0
MOD_201501	-21501	1501	Газовое барбекю	-2.0
MOD_201502	-21502	1502	Электрическое барбекю	-2.0
MOD_201503	-21503	1503	Барбекю стационарный	-2.0
MOD_201504	-21504	1504	Летняя кухня	-2.0
MOD_201505	-21505	1505	Гриль газовый	-2.0
